session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
9Yb5-C0bnsMWTB7LRSI3OQA7JSbyaTrBGqCnowk_jJ4gxD2mtzaeysKhkrRzcJSq,2024-01-08T20:37:05Z,2024-01-08T20:39:12Z,,,reading_digital_vs_analog,eg_benchmark,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,accuracy_sensitivity,1,1,"",0,50,50,1,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
IdvM0Ju4xo8JBiCBVJXvVcYT7Mit8BQsxo3AlZEt9gwnXkwbAID9ea7o7gpFr_ds,2024-01-08T20:37:44Z,2024-01-08T21:10:47Z,2024-01-08T21:10:47Z,,experiment_simulation_vs_lab,cg,halfeye_yaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,accuracy_sensitivity,1,3,"",0,20,50,3,1,5,"",0.4,10,30,3,2,3,"",-0.6,40,60,3,3,3,"",0.4,10,60,3,2,5,"",0.4,10,55,3,2,3,"",-0.6,45,55,3,2,3,"",-0.4,45,40,2,2,3,"",-0.8,60,60,2,1,3,"",1,20,40,2,1,2,"",0.8,20,60,2,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,1,,,5,3,4,5,2,2,50,10-90,10-90,50,3,"",2,7
BQD8cBOL-_C_DzPXNpGR02uWMCxNO8btOyGr6-i0CLd9GtrGvYbN2G-t1f_poYkt,2024-01-08T20:37:53Z,2024-01-08T20:39:03Z,,,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_yaxis_-0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.8,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_yaxis_-0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,sensitivity_accuracy,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
ZtgUn7q4N9yzOY7qjMNMISjQVAiui9PMkNOGD8gnW1amjtgakncLIM0CzifiUdKX,2024-01-08T20:40:04Z,2024-01-08T21:03:04Z,2024-01-08T21:03:05Z,,video_withsub_vs_without,eg_signaling_u3,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,accuracy_sensitivity,1,6,"",0.4,45,95,5,6,2,"",-0.4,53,95,4,5,5,"",0.4,52,98,4,5,3,"",-0.4,48,98,4,5,4,"",-0.4,30,70,4,5,3,"",-0.2,20,80,5,4,3,"",-0.2,40,90,4,4,3,"",0.6,55,75,5,4,3,"",-0.2,45,86,5,4,6,"",0.6,55,85,5,4,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,6,,5,3,2,5,1,1,number of students that got that score,test scores,test score,number of students that got that specific score,3,"",1,3
9mD8gJGz26xl3ZxlCZVsIml02Rm9gMXHYXtu5ufrpkIb-JGqH_tyIuGphd6FWIL-,2024-01-08T20:44:57Z,2024-01-08T21:12:19Z,2024-01-08T21:12:19Z,,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,"",6,"",0.6,65,75,6,6,6,"",0,35,88,6,6,6,"",0,45,90,6,5,6,"",-0.2,30,75,6,6,6,"",0,40,75,6,4,6,"",0,35,78,6,5,6,"",0,50,95,6,6,6,"",0.2,60,82,6,5,6,"",0,35,95,6,6,6,"",-0.2,35,75,6,5,6,,5,3,2,5,1,1,Number of students ,Test score ,Test score,Number of students ,6,Grammar school,3,23
zN6RRwFR7vSw-48koUnW11Y9UaChWQZrdDhfRyZwNl0cdlUQFJh2p0VvWkcmNPmF,2024-01-08T20:45:13Z,2024-01-08T21:09:44Z,2024-01-08T21:09:44Z,,video_withsub_vs_without,eg_signaling_overlap,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_yaxis_0.8,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,"",3,"",0.2,45,100,4,4,4,"",-0.2,25,100,3,3,3,"",0.2,10,100,4,3,3,"",0.4,25,100,4,4,3,"",-0.4,10,100,3,3,3,"",-0.4,10,100,3,3,3,"",-0.2,5,100,3,3,3,"",0.4,25,100,3,3,4,"",-0.4,12,100,3,3,3,"",0.4,12,100,3,3,3,,1,3,2,5,1,1,Number of students,Knowledge test score,Knowledge test score,Number of students,1,"",4,10
ea9_GizSnvpuVxBNguL4j4xjWE80w_c_Zzyt5GieL5e9JaQfvvIy9clh7fg90rJb,2024-01-08T20:48:17Z,2024-01-08T21:51:00Z,2024-01-08T21:51:00Z,,lesson_live_vs_video,eg_benchmark,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,"",7,"",0,38,3,3,5,6,"",-0.2,27,8,5,5,6,"",0.2,45,15,5,5,6,"",0.2,55,95,5,5,6,"",0.2,55,92,5,5,5,"",0.2,55,92,5,5,5,"",0.2,40,90,5,5,4,"",-0.2,40,90,5,5,4,"",-0.2,25,80,5,5,4,"",-0.2,40,90,5,5,,1,5,3,2,5,1,1,student distribution,test score,test score,student distribution,1,"",2,20
gZEsBsFskUp93qjoSCoRdrkq3Nu-cko2vmDStMeRSTr4Urz-UvupqKSjpf7ujwlt,2024-01-08T20:51:37Z,2024-01-08T21:06:42Z,2024-01-08T21:06:42Z,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.8,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_yaxis_-0.2,accuracy_sensitivity,1,3,"",-0.2,53,90,1,1,3,"",0.4,50,80,1,1,2,"",-0.2,35,80,1,1,2,"",-0.2,40,90,1,1,2,"",0.2,65,75,1,1,2,"",0.2,55,90,1,1,2,"",0.2,65,90,1,1,2,"",-0.4,30,40,1,1,2,"",-0.2,35,40,2,1,2,"",-0.4,65,85,2,1,"",2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,1,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,,2,5,3,2,5,1,1,Number of students with a particular score,Knowledge test score,Knowledge test score,Frequency of student results,1,"","1, 2, 3",3
bvNRth71EZCx6rWE1GgI_E1UZ7OKV4CgWKaIHDbQ7htdi-MLE5y3uJ4P01iXDn7c,2024-01-08T20:52:10Z,2024-01-08T21:28:54Z,2024-01-08T21:28:54Z,,lesson_live_vs_video,cg,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,accuracy_sensitivity,1,6,"",-0.2,32,50,5,6,6,"",0,60,80,5,6,6,"",0,60,80,5,6,6,"",0,52,95,5,6,6,"",0,45,90,5,6,6,"",0,52,90,5,6,6,"",0,52,90,5,6,6,"",0,54,85,5,6,6,"",0,54,85,5,6,6,"",0.2,68,50,5,6,"",6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,,,5,3,2,5,1,1,Students.,Knowledge test scores.,Knowledge test scores.,Students.,6,college and vocational school,3,25
OSOvbFY0JNNjPvf1XvVeXtXF8LmHrxlrchOoeYo4BEoRKxzavoKbeF8cH-82eWZD,2024-01-08T21:11:14Z,2024-01-08T21:17:04Z,,,video_withsub_vs_without,eg_signaling_overlap,halfeye_yaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.65,accuracy_sensitivity,1,7,"",-0.8,33,80,5,6,2,"",-0.8,33,75,3,5,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
ibhcrONrAbCBpUl_SlDOOTc-bOE90OXqWR7Le2H8PWDN5Xk7UZL3-ExzoY3tbeHR,2024-01-08T21:15:11Z,2024-01-08T21:15:52Z,,,experiment_simulation_vs_lab,eg_benchmark,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.8,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
gxUCDqoPuwguhwfzkccfF4qoIkVz92tQTJ-lV5MbIJvAPvXfcSVcYmvNbixex5Wz,2024-01-08T21:16:40Z,2024-01-08T21:47:03Z,2024-01-08T21:47:03Z,,experiment_simulation_vs_lab,eg_benchmark,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_0.65,accuracy_sensitivity,1,6,"",-0.2,0,10,6,2,2,"",0.2,0,60,2,2,1,"",-0.2,0,80,1,1,1,"",0.4,15,20,2,2,1,"",-0.2,0,20,1,1,2,"",-0.2,30,30,1,1,1,"",0.2,10,20,1,1,1,"",-0.2,0,10,1,1,1,"",0.4,20,20,1,1,1,"",-0.2,0,10,1,1,3,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,,1,3,3,2,2,2,2,amount who got 50 plus,Number of students,Number of students,number who got 50,5,"",1,20
s3HEFn6-IWmf1C3KtZ0xH0btIP3Dy_DixWYz7EliHpMJhyTz8k81WD66yahtiqCE,2024-01-08T21:17:32Z,2024-01-08T21:40:23Z,2024-01-08T21:40:23Z,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,7,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,7,1,6,"",-0.8,12,12,5,5,5,"",-0.8,10,10,5,5,3,"",-0.4,4,4,3,4,4,"",1,25,25,5,5,3,"",-0.4,2,2,4,4,4,"",0.6,8,8,5,5,3,"",0.2,3,3,5,4,4,"",0.2,2,2,4,3,4,"",-0.4,4,4,3,3,5,"",0.4,6,6,3,4,,5,5,3,2,5,1,1,The score ,The mean,Knowledge test score,The mean,1,"",1,20
K8fCAi0lyet3Mjq4hKi6CB-v8kCz1tEH6FvmgD_wPe-QmphctL_Tck-HW-ZqUt7s,2024-01-08T21:20:27Z,2024-01-08T21:56:59Z,2024-01-08T21:56:59Z,,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_-0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.8,halfeye_xaxis_0.5,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,"",6,"",-0.6,25,80,5,6,4,"",0.2,60,95,4,5,6,"",-0.4,30,85,5,5,5,"",-0.2,30,95,4,5,6,"",-0.2,40,98,5,5,6,"",-0.6,25,80,5,5,6,"",0.2,60,90,6,6,6,"",0.6,70,65,6,6,6,"",0.6,75,60,6,6,6,"",0.2,60,85,5,5,6,,5,3,2,5,1,1,Amount of students,Knowledge test score,Knowledge test scores,Student numbers,2,"","1, 3",6
